symbol,asset_id,weather_area_id,period_end,precipitation_sum_mm,rain_sum_mm,snowfall_sum_cm,temperature_2m_mean_c,et0_fao_evapotranspiration_sum_mm,weather_days,data_kind,grid_points,area_weight_coverage,modeled_basin_area_km2,official_basin_area_km2,source_url,retrieved_at,source_note
508026,wuyiqiao_1_5,wuyiqiao_merit_candidate,2016-03-31,91.73984,9.115789999999999,65.61090899999999,-5.172275164835164,186.748702,91,ex_post_reanalysis_era5_area_weighted_candidate,8,1.0,1930,1642,https://archive-api.open-meteo.com/v1/archive?models=era5,2026-09-02,基于MERIT候选流域8个ERA5网格的近似面积权重；候选面积较官方披露高17.54%；仅用于敏感性分析；事后再分析不可用于交易回测
508026,wuyiqiao_1_5,wuyiqiao_merit_candidate,2016-06-30,528.67185,424.72601000000003,74.639782,6.506537472527472,287.145139,91,ex_post_reanalysis_era5_area_weighted_candidate,8,1.0,1930,1642,https://archive-api.open-meteo.com/v1/archive?models=era5,2026-09-02,基于MERIT候选流域8个ERA5网格的近似面积权重；候选面积较官方披露高17.54%；仅用于敏感性分析；事后再分析不可用于交易回测
508026,wuyiqiao_1_5,wuyiqiao_merit_candidate,2016-09-30,513.24943,498.62545,10.236786,10.477095434782608,267.141465,92,ex_post_reanalysis_era5_area_weighted_candidate,8,1.0,1930,1642,https://archive-api.open-meteo.com/v1/archive?models=era5,2026-09-02,基于MERIT候选流域8个ERA5网格的近似面积权重；候选面积较官方披露高17.54%；仅用于敏感性分析；事后再分析不可用于交易回测
508026,wuyiqiao_1_5,wuyiqiao_merit_candidate,2016-12-31,107.37792,58.2313,39.154892000000004,2.5487946739130436,188.760086,92,ex_post_reanalysis_era5_area_weighted_candidate,8,1.0,1930,1642,https://archive-api.open-meteo.com/v1/archive?models=era5,2026-09-02,基于MERIT候选流域8个ERA5网格的近似面积权重；候选面积较官方披露高17.54%；仅用于敏感性分析；事后再分析不可用于交易回测
508026,wuyiqiao_1_5,wuyiqiao_merit_candidate,2017-03-31,91.09407,11.376439999999999,64.569099,-2.409645222222222,199.894467,90,ex_post_reanalysis_era5_area_weighted_candidate,8,1.0,1930,1642,https://archive-api.open-meteo.com/v1/archive?models=era5,2026-09-02,基于MERIT候选流域8个ERA5网格的近似面积权重；候选面积较官方披露高17.54%；仅用于敏感性分析；事后再分析不可用于交易回测
508026,wuyiqiao_1_5,wuyiqiao_merit_candidate,2017-06-30,463.75505000000004,363.38316,73.205734,6.45333978021978,285.787418,91,ex_post_reanalysis_era5_area_weighted_candidate,8,1.0,1930,1642,https://archive-api.open-meteo.com/v1/archive?models=era5,2026-09-02,基于MERIT候选流域8个ERA5网格的近似面积权重；候选面积较官方披露高17.54%；仅用于敏感性分析；事后再分析不可用于交易回测
508026,wuyiqiao_1_5,wuyiqiao_merit_candidate,2017-09-30,537.93335,536.81506,0.782803,10.773632717391305,269.712886,92,ex_post_reanalysis_era5_area_weighted_candidate,8,1.0,1930,1642,https://archive-api.open-meteo.com/v1/archive?models=era5,2026-09-02,基于MERIT候选流域8个ERA5网格的近似面积权重；候选面积较官方披露高17.54%；仅用于敏感性分析；事后再分析不可用于交易回测
508026,wuyiqiao_1_5,wuyiqiao_merit_candidate,2017-12-31,124.55668,81.88203,35.92953,2.20542652173913,173.98807100000002,92,ex_post_reanalysis_era5_area_weighted_candidate,8,1.0,1930,1642,https://archive-api.open-meteo.com/v1/archive?models=era5,2026-09-02,基于MERIT候选流域8个ERA5网格的近似面积权重；候选面积较官方披露高17.54%；仅用于敏感性分析；事后再分析不可用于交易回测
508026,wuyiqiao_1_5,wuyiqiao_merit_candidate,2018-03-31,102.14801,11.79908,70.48363,-2.592991,200.516961,90,ex_post_reanalysis_era5_area_weighted_candidate,8,1.0,1930,1642,https://archive-api.open-meteo.com/v1/archive?models=era5,2026-09-02,基于MERIT候选流域8个ERA5网格的近似面积权重；候选面积较官方披露高17.54%；仅用于敏感性分析；事后再分析不可用于交易回测
508026,wuyiqiao_1_5,wuyiqiao_merit_candidate,2018-06-30,466.90596,386.7609,58.463335,6.611059340659341,282.500303,91,ex_post_reanalysis_era5_area_weighted_candidate,8,1.0,1930,1642,https://archive-api.open-meteo.com/v1/archive?models=era5,2026-09-02,基于MERIT候选流域8个ERA5网格的近似面积权重；候选面积较官方披露高17.54%；仅用于敏感性分析；事后再分析不可用于交易回测
508026,wuyiqiao_1_5,wuyiqiao_merit_candidate,2018-09-30,587.35163,583.78706,2.495199,10.767683369565217,263.473459,92,ex_post_reanalysis_era5_area_weighted_candidate,8,1.0,1930,1642,https://archive-api.open-meteo.com/v1/archive?models=era5,2026-09-02,基于MERIT候选流域8个ERA5网格的近似面积权重；候选面积较官方披露高17.54%；仅用于敏感性分析；事后再分析不可用于交易回测
508026,wuyiqiao_1_5,wuyiqiao_merit_candidate,2018-12-31,123.4271,49.23567,56.486213,0.09627858695652156,178.783681,92,ex_post_reanalysis_era5_area_weighted_candidate,8,1.0,1930,1642,https://archive-api.open-meteo.com/v1/archive?models=era5,2026-09-02,基于MERIT候选流域8个ERA5网格的近似面积权重；候选面积较官方披露高17.54%；仅用于敏感性分析；事后再分析不可用于交易回测
508026,wuyiqiao_1_5,wuyiqiao_merit_candidate,2019-03-31,64.77797,11.96661,42.494914,-1.3948136666666668,217.017898,90,ex_post_reanalysis_era5_area_weighted_candidate,8,1.0,1930,1642,https://archive-api.open-meteo.com/v1/archive?models=era5,2026-09-02,基于MERIT候选流域8个ERA5网格的近似面积权重；候选面积较官方披露高17.54%；仅用于敏感性分析；事后再分析不可用于交易回测
508026,wuyiqiao_1_5,wuyiqiao_merit_candidate,2019-06-30,445.23671,374.66841999999997,50.581657,7.490635714285714,312.055072,91,ex_post_reanalysis_era5_area_weighted_candidate,8,1.0,1930,1642,https://archive-api.open-meteo.com/v1/archive?models=era5,2026-09-02,基于MERIT候选流域8个ERA5网格的近似面积权重；候选面积较官方披露高17.54%；仅用于敏感性分析；事后再分析不可用于交易回测
508026,wuyiqiao_1_5,wuyiqiao_merit_candidate,2019-09-30,645.55051,621.11346,17.272591,10.062195326086956,251.555119,92,ex_post_reanalysis_era5_area_weighted_candidate,8,1.0,1930,1642,https://archive-api.open-meteo.com/v1/archive?models=era5,2026-09-02,基于MERIT候选流域8个ERA5网格的近似面积权重；候选面积较官方披露高17.54%；仅用于敏感性分析；事后再分析不可用于交易回测
508026,wuyiqiao_1_5,wuyiqiao_merit_candidate,2019-12-31,172.34925,101.89088,55.936685,0.06367891304347817,165.36924,92,ex_post_reanalysis_era5_area_weighted_candidate,8,1.0,1930,1642,https://archive-api.open-meteo.com/v1/archive?models=era5,2026-09-02,基于MERIT候选流域8个ERA5网格的近似面积权重；候选面积较官方披露高17.54%；仅用于敏感性分析；事后再分析不可用于交易回测
508026,wuyiqiao_1_5,wuyiqiao_merit_candidate,2020-03-31,66.80415,5.85186,50.708644,-4.983644505494505,192.65438699999999,91,ex_post_reanalysis_era5_area_weighted_candidate,8,1.0,1930,1642,https://archive-api.open-meteo.com/v1/archive?models=era5,2026-09-02,基于MERIT候选流域8个ERA5网格的近似面积权重；候选面积较官方披露高17.54%；仅用于敏感性分析；事后再分析不可用于交易回测
508026,wuyiqiao_1_5,wuyiqiao_merit_candidate,2020-06-30,457.05065,323.96684999999997,96.103119,5.878766593406593,293.893128,91,ex_post_reanalysis_era5_area_weighted_candidate,8,1.0,1930,1642,https://archive-api.open-meteo.com/v1/archive?models=era5,2026-09-02,基于MERIT候选流域8个ERA5网格的近似面积权重；候选面积较官方披露高17.54%；仅用于敏感性分析；事后再分析不可用于交易回测
508026,wuyiqiao_1_5,wuyiqiao_merit_candidate,2020-09-30,737.81381,716.51162,14.911533,11.002610978260869,239.48178199999998,92,ex_post_reanalysis_era5_area_weighted_candidate,8,1.0,1930,1642,https://archive-api.open-meteo.com/v1/archive?models=era5,2026-09-02,基于MERIT候选流域8个ERA5网格的近似面积权重；候选面积较官方披露高17.54%；仅用于敏感性分析；事后再分析不可用于交易回测
508026,wuyiqiao_1_5,wuyiqiao_merit_candidate,2020-12-31,97.06367,61.069289999999995,28.553910000000002,1.8570632608695652,171.02159699999999,92,ex_post_reanalysis_era5_area_weighted_candidate,8,1.0,1930,1642,https://archive-api.open-meteo.com/v1/archive?models=era5,2026-09-02,基于MERIT候选流域8个ERA5网格的近似面积权重；候选面积较官方披露高17.54%；仅用于敏感性分析；事后再分析不可用于交易回测
508026,wuyiqiao_1_5,wuyiqiao_merit_candidate,2021-03-31,90.73285,13.14069,60.163410999999996,-2.5582848888888887,205.92573099999998,90,ex_post_reanalysis_era5_area_weighted_candidate,8,1.0,1930,1642,https://archive-api.open-meteo.com/v1/archive?models=era5,2026-09-02,基于MERIT候选流域8个ERA5网格的近似面积权重；候选面积较官方披露高17.54%；仅用于敏感性分析；事后再分析不可用于交易回测
508026,wuyiqiao_1_5,wuyiqiao_merit_candidate,2021-06-30,418.05971,366.01487,37.889474,7.917874615384616,289.34918999999996,91,ex_post_reanalysis_era5_area_weighted_candidate,8,1.0,1930,1642,https://archive-api.open-meteo.com/v1/archive?models=era5,2026-09-02,基于MERIT候选流域8个ERA5网格的近似面积权重；候选面积较官方披露高17.54%；仅用于敏感性分析；事后再分析不可用于交易回测
508026,wuyiqiao_1_5,wuyiqiao_merit_candidate,2021-09-30,601.5823399999999,599.21835,1.6547930000000002,10.708709130434782,263.35544300000004,92,ex_post_reanalysis_era5_area_weighted_candidate,8,1.0,1930,1642,https://archive-api.open-meteo.com/v1/archive?models=era5,2026-09-02,基于MERIT候选流域8个ERA5网格的近似面积权重；候选面积较官方披露高17.54%；仅用于敏感性分析；事后再分析不可用于交易回测
508026,wuyiqiao_1_5,wuyiqiao_merit_candidate,2021-12-31,129.80402,62.16822,54.859469000000004,0.1555210869565217,164.463607,92,ex_post_reanalysis_era5_area_weighted_candidate,8,1.0,1930,1642,https://archive-api.open-meteo.com/v1/archive?models=era5,2026-09-02,基于MERIT候选流域8个ERA5网格的近似面积权重；候选面积较官方披露高17.54%；仅用于敏感性分析；事后再分析不可用于交易回测
508026,wuyiqiao_1_5,wuyiqiao_merit_candidate,2022-03-31,81.33539999999999,11.97046,48.571054,-5.062563777777777,191.949318,90,ex_post_reanalysis_era5_area_weighted_candidate,8,1.0,1930,1642,https://archive-api.open-meteo.com/v1/archive?models=era5,2026-09-02,基于MERIT候选流域8个ERA5网格的近似面积权重；候选面积较官方披露高17.54%；仅用于敏感性分析；事后再分析不可用于交易回测
508026,wuyiqiao_1_5,wuyiqiao_merit_candidate,2022-06-30,599.03156,448.16807,105.610218,5.9348269230769235,261.21252400000003,91,ex_post_reanalysis_era5_area_weighted_candidate,8,1.0,1930,1642,https://archive-api.open-meteo.com/v1/archive?models=era5,2026-09-02,基于MERIT候选流域8个ERA5网格的近似面积权重；候选面积较官方披露高17.54%；仅用于敏感性分析；事后再分析不可用于交易回测
508026,wuyiqiao_1_5,wuyiqiao_merit_candidate,2022-09-30,493.10616,473.1286,13.984292,10.610277065217392,284.505436,92,ex_post_reanalysis_era5_area_weighted_candidate,8,1.0,1930,1642,https://archive-api.open-meteo.com/v1/archive?models=era5,2026-09-02,基于MERIT候选流域8个ERA5网格的近似面积权重；候选面积较官方披露高17.54%；仅用于敏感性分析；事后再分析不可用于交易回测
508026,wuyiqiao_1_5,wuyiqiao_merit_candidate,2022-12-31,118.00074000000001,77.51441,28.350637,1.8581069565217394,180.193146,92,ex_post_reanalysis_era5_area_weighted_candidate,8,1.0,1930,1642,https://archive-api.open-meteo.com/v1/archive?models=era5,2026-09-02,基于MERIT候选流域8个ERA5网格的近似面积权重；候选面积较官方披露高17.54%；仅用于敏感性分析；事后再分析不可用于交易回测
