symbol,feature_id,period_end,publication_date,metric,aggregation,asset_ids,asset_count,current_value,lag_period_end,lag_value_as_of_publication,operating_yoy_pct,current_observation_ids,lag_observation_ids,current_quality_status,lag_quality_status,lineage_quality_status,prior_yoy_observations,expected_yoy_pct,operating_surprise_pct,asset_type,decision_date,universe_count,signal_rank,signal_rank_pct,selected,raw_operating_surprise_pct,signal_price_date,unadjusted_close,ttm_dpu_per_unit,ttm_distribution_yield,nav_per_unit,nav_to_price,total_return_momentum_20d,raw_operating_surprise_pct_rank_pct,ttm_distribution_yield_rank_pct,nav_to_price_rank_pct,total_return_momentum_20d_rank_pct,model_score,phase4_universe_count,model_rank
508056,glp_post_expansion_occupancy_yoy,2024-12-31,2025-01-22,occupancy,sum,post_expansion_portfolio,1,86.37,2023-12-31,89.63,-3.6371750529956337,508056:post_expansion_portfolio:20241231:occupancy:SSE_508056_20250122_9XL0,508056:post_expansion_portfolio:20231231:occupancy:SSE_508056_20240119_QBOC,verified,verified,verified,2,-3.0971586225070515,0.5,logistics,2025-01-22,7,5.0,0.42857142857142855,False,-0.5400164304885822,2025-01-22,3.477,0.18947999999999993,0.05449525452976702,3.6602,1.052689099798677,0.08751775239271375,0.3333333333333333,0.16666666666666666,0.5,1.0,0.5,6,5
508096,solar_settlement_yoy,2024-12-31,2025-01-21,settled_electricity,sum,hubei_jingtai_pv|yulin_pv,2,9000.0,2023-12-31,12200.0,-26.22950819672131,508096:hubei_jingtai_pv:20241231:settled_electricity:SSE_508096_20250121_E6TE|508096:yulin_pv:20241231:settled_electricity:SSE_508096_20250121_E6TE,508096:hubei_jingtai_pv:20231231:settled_electricity:SSE_508096_20240119_MPWQ|508096:yulin_pv:20231231:settled_electricity:SSE_508096_20240119_MPWQ,unverified,unverified,contains_unverified_source_registry,2,-0.041390728476820016,0.4166666666666667,mixed_energy,2025-01-22,7,7.0,0.14285714285714285,False,-26.18811746824449,2025-01-22,10.802,1.1718000000000002,0.108479911127569,9.1272,0.8449546380299945,0.02846805674569164,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.5,0.4166666666666667,6,6
508018,jiayu_tongcheng_traffic_yoy,2025-03-31,2025-04-22,traffic_volume,sum,jiayu_tongcheng_expressway,1,27500.0,2024-03-31,24200.0,13.636363636363647,508018:jiayu_tongcheng_expressway:20250331:traffic_volume:SSE_508018_20250422_PA2W,508018:jiayu_tongcheng_expressway:20240331:traffic_volume:SSE_508018_20240419_UIX1,verified,verified,verified,3,0.4277865967775683,0.875,toll_road,2025-04-22,7,1.0,1.0,True,13.208577039586078,2025-04-22,5.405,0.28888,0.0534468085106383,7.5997,1.406049953746531,0.0016679021497405522,1.0,0.5,1.0,1.0,0.875,6,1
180201,guanghe_traffic_yoy,2025-03-31,2025-04-22,traffic_volume,sum,guanghe_expressway,1,134600.0,2024-03-31,136200.0,-1.1747430249632873,180201:guanghe_expressway:20250331:traffic_volume:SZSE_1223191935,180201:guanghe_expressway:20240331:traffic_volume:SZSE_1219694895,verified,verified,verified,4,-3.7118155566474713,0.7500000000000001,toll_road,2025-04-22,7,4.0,0.5714285714285714,True,2.537072531684184,2025-04-22,9.205,0.9216,0.10011950027159153,10.4979,1.1404562737642585,-0.0009818569903948804,0.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.7500000000000001,6,2
180401,gas_settlement_yoy,2025-03-31,2025-04-21,settled_electricity,sum,dongbu_power_phase1,1,50722.65,2024-03-31,57421.1,-11.665485335529969,180401:dongbu_power_phase1:20250331:settled_electricity:SZSE_1223155851,180401:dongbu_power_phase1:20240331:settled_electricity:SZSE_1219663184,unverified,unverified,contains_unverified_source_registry,6,-5.433756634815758,0.5833333333333333,gas_power,2025-04-22,7,5.0,0.42857142857142855,False,-6.231728700714211,2025-04-22,6.534,0.795,0.12167125803489441,5.3503,0.8188399142944598,-0.0068399452804377425,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.5833333333333333,6,3
508056,glp_post_expansion_occupancy_yoy,2025-03-31,2025-04-22,occupancy,sum,post_expansion_portfolio,1,90.59,2024-03-31,85.79,5.595057699032524,508056:post_expansion_portfolio:20250331:occupancy:SSE_508056_20250422_C26F,508056:post_expansion_portfolio:20240331:occupancy:SSE_508056_20240420_HAND,verified,verified,verified,3,-3.277164099336579,0.5,logistics,2025-04-22,7,3.0,0.7142857142857143,False,8.872221798369104,2025-04-22,3.609,0.18492999999999987,0.051241341091715124,3.4197,0.9475477971737324,-0.010413849066810976,0.6666666666666666,0.3333333333333333,0.5,0.5,0.5,6,4
180301,yantian_occupancy_yoy,2025-03-31,2025-04-22,occupancy,sum,modern_logistics_center,1,95.29,2024-03-31,91.16,4.530495831505066,180301:modern_logistics_center:20250331:occupancy:SZSE_1223185276,180301:modern_logistics_center:20240331:occupancy:SZSE_1219689585,verified,verified,verified,4,-7.171283346963281,0.4583333333333333,logistics,2025-04-22,7,2.0,0.8571428571428571,False,11.701779178468346,2025-04-22,2.097,0.09922,0.047315212207916076,2.1883,1.0435383881735814,-0.0591792369121561,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.4583333333333333,6,5
508096,solar_settlement_yoy,2025-03-31,2025-04-22,settled_electricity,sum,hubei_jingtai_pv|yulin_pv,2,10300.0,2024-03-31,12700.0,-18.89763779527559,508096:hubei_jingtai_pv:20250331:settled_electricity:SSE_508096_20250422_WDVS|508096:yulin_pv:20250331:settled_electricity:SSE_508096_20250422_WDVS,508096:hubei_jingtai_pv:20240331:settled_electricity:SSE_508096_20240420_VD9G|508096:yulin_pv:20240331:settled_electricity:SSE_508096_20240420_VD9G,unverified,unverified,contains_unverified_source_registry,3,-8.77076321789165,0.3333333333333333,mixed_energy,2025-04-22,7,6.0,0.2857142857142857,False,-10.126874577383939,2025-04-22,11.9,1.1718000000000002,0.09847058823529413,8.5312,0.7169075630252101,-0.018232819074333828,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,6,6
180301,yantian_occupancy_yoy,2025-06-30,2025-07-18,occupancy,sum,modern_logistics_center,1,96.05,2024-06-30,91.5,4.972677595628405,180301:modern_logistics_center:20250630:occupancy:SZSE_1224202354,180301:modern_logistics_center:20240630:occupancy:SZSE_1220674820,verified,verified,verified,5,-4.8309275112696115,0.7083333333333334,logistics,2025-07-21,7,2.0,0.8571428571428571,True,9.803605106898017,2025-07-21,2.258,0.09922,0.04394154118689105,2.1883,0.9691319751992914,-0.0017683465959328348,1.0,0.16666666666666666,0.6666666666666666,1.0,0.7083333333333334,6,1
180201,guanghe_traffic_yoy,2025-06-30,2025-07-21,traffic_volume,sum,guanghe_expressway,1,132600.0,2024-06-30,128400.0,3.2710280373831724,180201:guanghe_expressway:20250630:traffic_volume:SZSE_1224215339,180201:guanghe_expressway:20240630:traffic_volume:SZSE_1220676362,verified,verified,verified,5,-3.204401050310634,0.7083333333333334,toll_road,2025-07-21,7,4.0,0.5714285714285714,True,6.475429087693806,2025-07-21,9.529,0.7516,0.07887501311785078,10.4979,1.1016790848987301,-0.020758400986537917,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.5,0.7083333333333334,6,2
180401,gas_settlement_yoy,2025-06-30,2025-07-18,settled_electricity,sum,dongbu_power_phase1,1,85166.4,2024-06-30,99026.4,-13.996267661956807,180401:dongbu_power_phase1:20250630:settled_electricity:SZSE_1224203482,180401:dongbu_power_phase1:20240630:settled_electricity:SZSE_1220664855,unverified,unverified,contains_unverified_source_registry,7,-6.324003592060644,0.625,gas_power,2025-07-21,7,6.0,0.2857142857142857,False,-7.672264069896163,2025-07-21,6.193,0.5926,0.09568868076860973,5.3503,0.8639270143710641,-0.015577809569225942,0.3333333333333333,1.0,0.3333333333333333,0.8333333333333334,0.625,6,3
508018,jiayu_tongcheng_traffic_yoy,2025-06-30,2025-07-21,traffic_volume,sum,jiayu_tongcheng_expressway,1,22795.89,2024-06-30,21600.0,5.536527777777778,508018:jiayu_tongcheng_expressway:20250630:traffic_volume:SSE_508018_20250721_QGWH,508018:jiayu_tongcheng_expressway:20240630:traffic_volume:SSE_508018_20240718_B4R7,verified,verified,verified,4,3.729930856674088,0.5416666666666666,toll_road,2025-07-21,7,5.0,0.42857142857142855,False,1.8065969211036896,2025-07-21,5.628,0.26602,0.04726723525230987,7.5997,1.3503375977256575,-0.027307293466989235,0.5,0.3333333333333333,1.0,0.3333333333333333,0.5416666666666666,6,4
508056,glp_post_expansion_occupancy_yoy,2025-06-30,2025-07-21,occupancy,sum,post_expansion_portfolio,1,92.24,2024-06-30,85.64,7.706679121905635,508056:post_expansion_portfolio:20250630:occupancy:SSE_508056_20250721_ICAX,508056:post_expansion_portfolio:20240630:occupancy:SSE_508056_20240719_ZXZK,verified,verified,verified,4,-1.059108649744303,0.5,logistics,2025-07-21,7,3.0,0.7142857142857143,False,8.765787771649938,2025-07-21,3.701,0.18492999999999987,0.049967576330721394,3.4197,0.9239935152661444,-0.04317476732161318,0.8333333333333334,0.5,0.5,0.16666666666666666,0.5,6,5
508096,solar_settlement_yoy,2025-06-30,2025-07-21,settled_electricity,sum,hubei_jingtai_pv|yulin_pv,2,11100.0,2024-06-30,17100.0,-35.08771929824561,508096:hubei_jingtai_pv:20250630:settled_electricity:SSE_508096_20250721_YPD3|508096:yulin_pv:20250630:settled_electricity:SSE_508096_20250721_YPD3,508096:hubei_jingtai_pv:20240630:settled_electricity:SSE_508096_20240718_M0BE|508096:yulin_pv:20240630:settled_electricity:SSE_508096_20240718_M0BE,unverified,unverified,contains_unverified_source_registry,4,-11.302481862237634,0.41666666666666663,mixed_energy,2025-07-21,7,7.0,0.14285714285714285,False,-23.785237436007975,2025-07-21,11.91,0.622,0.052225020990764065,8.5312,0.7163056255247691,-0.018703139161242555,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.41666666666666663,6,6
180201,guanghe_traffic_yoy,2025-09-30,2025-10-28,traffic_volume,sum,guanghe_expressway,1,148000.0,2024-09-30,151800.0,-2.503293807641638,180201:guanghe_expressway:20250930:traffic_volume:SZSE_1224744609,180201:guanghe_expressway:20240930:traffic_volume:SZSE_1221508383,verified,verified,verified,6,-2.1251628690283333,0.7857142857142857,toll_road,2025-10-28,8,4.0,0.625,True,-0.3781309386133045,2025-10-28,8.778,0.8858,0.10091136933242197,10.4979,1.195933014354067,-0.008135593220338855,0.5714285714285714,1.0,0.8571428571428571,0.7142857142857143,0.7857142857142857,7,1
180301,yantian_occupancy_yoy,2025-09-30,2025-10-28,occupancy,sum,modern_logistics_center,1,92.93,2024-09-30,88.26,5.291185134828913,180301:modern_logistics_center:20250930:occupancy:SZSE_1224738313,180301:modern_logistics_center:20240930:occupancy:SZSE_1221505102,verified,verified,verified,6,-3.196993326786609,0.6428571428571428,logistics,2025-10-28,8,1.0,1.0,True,8.488178461615522,2025-10-28,2.287,0.09917,0.043362483602973324,2.1883,0.9568430257979886,-0.006947459834997782,1.0,0.14285714285714285,0.5714285714285714,0.8571428571428571,0.6428571428571428,7,2
508056,glp_post_expansion_occupancy_yoy,2025-09-30,2025-10-28,occupancy,sum,post_expansion_portfolio,1,88.83,2024-09-30,84.94,4.57970331999058,508056:post_expansion_portfolio:20250930:occupancy:SSE_508056_20251028_WX10,508056:post_expansion_portfolio:20240930:occupancy:SSE_508056_20241025_Y07L,verified,verified,verified,5,0.6940489045856847,0.6071428571428571,logistics,2025-10-28,8,2.0,0.875,False,3.8856544154048955,2025-10-28,3.492,0.17969000000000002,0.05145761741122566,3.4197,0.9792955326460482,-0.014116318464144517,0.8571428571428571,0.42857142857142855,0.7142857142857143,0.42857142857142855,0.6071428571428571,7,3
180401,gas_settlement_yoy,2025-09-30,2025-10-27,settled_electricity,sum,dongbu_power_phase1,1,114637.05,2024-09-30,122828.75,-6.669204074778912,180401:dongbu_power_phase1:20250930:settled_electricity:SZSE_1224738150,180401:dongbu_power_phase1:20240930:settled_electricity:SZSE_1221490500,unverified,unverified,contains_unverified_source_registry,8,-7.283036600797665,0.5714285714285714,gas_power,2025-10-28,8,3.0,0.75,False,0.6138325260187534,2025-10-28,6.001,0.5476,0.09125145809031827,5.3503,0.8915680719880019,-0.022638436482084634,0.7142857142857143,0.8571428571428571,0.42857142857142855,0.2857142857142857,0.5714285714285714,7,4
508018,jiayu_tongcheng_traffic_yoy,2025-09-30,2025-10-28,traffic_volume,sum,jiayu_tongcheng_expressway,1,26467.48,2024-09-30,28100.0,-5.8096797153024955,508018:jiayu_tongcheng_expressway:20250930:traffic_volume:SSE_508018_20251028_TOR5,508018:jiayu_tongcheng_expressway:20240930:traffic_volume:SSE_508018_20241025_3E0F,verified,verified,verified,5,4.0912502408948255,0.5357142857142857,toll_road,2025-10-28,8,6.0,0.375,False,-9.90092995619732,2025-10-28,5.291,0.26447,0.04998487998487998,7.5997,1.4363447363447364,-0.013793103448275779,0.2857142857142857,0.2857142857142857,1.0,0.5714285714285714,0.5357142857142857,7,5
508026,hydro_generation_yoy,2025-09-30,2025-10-28,power_generation,sum,wuyiqiao_1_5,1,22043.064,2024-09-30,23640.0112,-6.755272603254947,508026:wuyiqiao_1_5:20250930:power_generation:508026_2025Q3,508026:wuyiqiao_1_5:20240930:power_generation:508026_2024Q3,verified,verified,verified,1,14.307212941519222,0.46428571428571425,hydropower,2025-10-28,8,7.0,0.25,False,-21.06248554477417,2025-10-28,4.265,0.2646999999999999,0.06206330597889798,2.5561,0.5993200468933177,0.024764150943396013,0.14285714285714285,0.5714285714285714,0.14285714285714285,1.0,0.46428571428571425,7,6
508096,solar_settlement_yoy,2025-09-30,2025-10-27,settled_electricity,sum,hubei_jingtai_pv|yulin_pv,2,11000.0,2024-09-30,13200.0,-16.666666666666664,508096:hubei_jingtai_pv:20250930:settled_electricity:SSE_508096_20251027_34QT|508096:yulin_pv:20250930:settled_electricity:SSE_508096_20251027_34QT,508096:hubei_jingtai_pv:20240930:settled_electricity:SSE_508096_20241024_4OB1|508096:yulin_pv:20240930:settled_electricity:SSE_508096_20241024_4OB1,unverified,unverified,contains_unverified_source_registry,5,-16.05952934943923,0.3928571428571428,mixed_energy,2025-10-28,8,5.0,0.5,False,-0.6071373172274335,2025-10-28,10.969,0.8591599999999999,0.07832619199562403,8.5312,0.777755492752302,-0.03789141303394439,0.42857142857142855,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.3928571428571428,7,7
508056,glp_post_expansion_occupancy_yoy,2025-12-31,2026-01-22,occupancy,sum,post_expansion_portfolio,1,89.54,2024-12-31,86.37,3.670255875882833,508056:post_expansion_portfolio:20251231:occupancy:SSE_508056_20260122_3U4R,508056:post_expansion_portfolio:20241231:occupancy:SSE_508056_20250122_9XL0,verified,verified,verified,6,1.341657973819834,0.6785714285714286,logistics,2026-01-22,8,3.0,0.75,True,2.3285979020629988,2026-01-22,3.333,0.17662,0.05299129912991299,3.4197,1.026012601260126,0.05941324129275194,0.8571428571428571,0.42857142857142855,0.7142857142857143,0.7142857142857143,0.6785714285714286,7,1
508018,jiayu_tongcheng_traffic_yoy,2025-12-31,2026-01-22,traffic_volume,sum,jiayu_tongcheng_expressway,1,23361.89,2024-12-31,23400.0,-0.16286324786325412,508018:jiayu_tongcheng_expressway:20251231:traffic_volume:SSE_508018_20260122_1JOC,508018:jiayu_tongcheng_expressway:20241231:traffic_volume:SSE_508018_20250122_8BLC,verified,verified,verified,6,2.4410952481952726,0.6785714285714286,toll_road,2026-01-22,8,6.0,0.375,True,-2.6039584960585267,2026-01-22,5.6,0.25578999999999996,0.04567678571428571,7.5997,1.3570892857142858,0.11553784860557781,0.42857142857142855,0.2857142857142857,1.0,1.0,0.6785714285714286,7,2
180201,guanghe_traffic_yoy,2025-12-31,2026-01-22,traffic_volume,sum,guanghe_expressway,1,130600.0,2024-12-31,133700.0,-2.3186237845923663,180201:guanghe_expressway:20251231:traffic_volume:SZSE_1224944344,180201:guanghe_expressway:20241231:traffic_volume:SZSE_1222390047,verified,verified,verified,7,-2.1791815745445198,0.6785714285714285,toll_road,2026-01-22,8,5.0,0.5,False,-0.13944221004784652,2026-01-22,8.086,0.7258,0.08976007914914667,10.4979,1.29828097947069,0.016024464831804197,0.5714285714285714,1.0,0.8571428571428571,0.2857142857142857,0.6785714285714285,7,3
508096,solar_settlement_yoy,2025-12-31,2026-01-22,settled_electricity,sum,hubei_jingtai_pv|yulin_pv,2,8500.0,2024-12-31,9000.0,-5.555555555555558,508096:hubei_jingtai_pv:20251231:settled_electricity:SSE_508096_20260122_2ECJ|508096:yulin_pv:20251231:settled_electricity:SSE_508096_20260122_2ECJ,508096:hubei_jingtai_pv:20241231:settled_electricity:SSE_508096_20250121_E6TE|508096:yulin_pv:20241231:settled_electricity:SSE_508096_20250121_E6TE,unverified,unverified,contains_unverified_source_registry,6,-16.160718902310467,0.5714285714285714,mixed_energy,2026-01-22,8,2.0,0.875,False,10.60516334675491,2026-01-22,9.781,0.5689399999999999,0.05816787649524587,8.5312,0.872221654227584,0.03139010708822032,1.0,0.5714285714285714,0.2857142857142857,0.42857142857142855,0.5714285714285714,7,4
180301,yantian_occupancy_yoy,2025-12-31,2026-01-22,occupancy,sum,modern_logistics_center,1,91.14,2024-12-31,93.0,-2.0000000000000018,180301:modern_logistics_center:20251231:occupancy:SZSE_1224943596,180301:modern_logistics_center:20241231:occupancy:SZSE_1222389148,verified,verified,verified,7,-1.9843964036986768,0.5357142857142857,logistics,2026-01-22,8,4.0,0.625,False,-0.015603596301325018,2026-01-22,2.436,0.09849999999999999,0.04043513957307061,2.1883,0.8983169129720854,0.07835325365205836,0.7142857142857143,0.14285714285714285,0.42857142857142855,0.8571428571428571,0.5357142857142857,7,5
180401,gas_settlement_yoy,2025-12-31,2026-01-21,settled_electricity,sum,dongbu_power_phase1,1,64582.65,2024-12-31,71922.4,-10.205096047962792,180401:dongbu_power_phase1:20251231:settled_electricity:SZSE_1224942753,180401:dongbu_power_phase1:20241231:settled_electricity:SZSE_1222380727,unverified,unverified,contains_unverified_source_registry,9,-7.214832986795582,0.46428571428571425,gas_power,2026-01-22,8,7.0,0.25,False,-2.9902630611672105,2026-01-22,5.449,0.4316,0.07920719398054689,5.3503,0.9818865846944393,0.012825278810408847,0.2857142857142857,0.8571428571428571,0.5714285714285714,0.14285714285714285,0.46428571428571425,7,6
508026,hydro_generation_yoy,2025-12-31,2026-01-22,power_generation,sum,wuyiqiao_1_5,1,9775.3648,2024-12-31,12754.297,-23.356302585708967,508026:wuyiqiao_1_5:20251231:power_generation:508026_2025Q4,508026:wuyiqiao_1_5:20241231:power_generation:508026_2024Q4,verified,verified,verified,2,3.7759701691321372,0.39285714285714285,hydropower,2026-01-22,8,8.0,0.125,False,-27.132272754841104,2026-01-22,4.098,0.2646999999999999,0.06459248413860418,2.5561,0.623743289409468,0.04142312579415508,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.5714285714285714,0.39285714285714285,7,7
180401,gas_settlement_yoy,2026-03-31,2026-04-21,settled_electricity,sum,dongbu_power_phase1,1,62136.25,2025-03-31,50722.65,22.501978898973142,180401:dongbu_power_phase1:20260331:settled_electricity:SZSE_1225132017,180401:dongbu_power_phase1:20250331:settled_electricity:SZSE_1223155851,unverified,unverified,contains_unverified_source_registry,10,-7.5138592929123025,0.75,gas_power,2026-04-22,8,2.0,0.875,True,30.015838191885443,2026-04-22,5.535,0.4316,0.07797651309846432,5.0233,0.9075519421860885,0.0159691629955947,0.8571428571428571,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.75,7,1
